neighbourhood,longitude,room_type,minimum_nights,number_of_reviews,calculated_host_listings_count,availability_365
15.0,-73.94888,0.0,3.0,29.0,1.0,67.0
44.0,-73.89934,1.0,14.0,1.0,5.0,365.0
12.0,-73.95581,1.0,3.0,1.0,1.0,0.0
4.0,-73.93473,1.0,1.0,8.0,1.0,37.0
15.0,-73.93199,0.0,2.0,5.0,1.0,158.0
21.0,-73.93002,1.0,12.0,1.0,2.0,0.0
39.0,-73.92387,0.0,2.0,19.0,6.0,356.0
28.0,-73.95252,1.0,2.0,0.0,1.0,0.0
21.0,-73.93781,0.0,3.0,19.0,1.0,160.0
30.0,-73.94323,0.0,1.0,0.0,2.0,90.0
12.0,-73.95414,0.0,1.0,0.0,1.0,0.0
56.0,-73.91325,0.0,1.0,6.0,5.0,323.0
22.0,-73.95781,1.0,2.0,20.0,1.0,282.0
6.0,-73.9227,1.0,15.0,1.0,1.0,118.0
7.0,-73.99642,0.0,1.0,13.0,8.0,81.0
25.0,-73.93001,1.0,2.0,9.0,5.0,163.0
54.0,-73.95229,0.0,5.0,2.0,5.0,159.0
1.0,-73.96639,1.0,2.0,4.0,1.0,286.0
55.0,-74.09068,0.0,3.0,26.0,3.0,351.0
21.0,-73.9227,0.0,20.0,1.0,1.0,93.0
12.0,-73.95073,0.0,25.0,3.0,2.0,161.0
1.0,-73.98199,1.0,4.0,0.0,1.0,0.0
43.0,-74.00713,0.0,1.0,0.0,2.0,292.0
6.0,-73.95283,0.0,4.0,19.0,1.0,189.0
33.0,-73.99978,1.0,2.0,29.0,1.0,45.0
37.0,-73.82772,0.0,3.0,51.0,12.0,96.0
123.0,-74.01397,0.0,1.0,190.0,1.0,188.0
113.0,-73.98466,1.0,3.0,1.0,1.0,31.0
8.0,-73.96389,2.0,1.0,0.0,1.0,0.0
14.0,-74.00622,1.0,2.0,5.0,1.0,137.0
18.0,-73.92822,1.0,7.0,7.0,1.0,249.0
61.0,-73.75608,0.0,2.0,7.0,2.0,155.0
69.0,-73.86605,0.0,7.0,9.0,1.0,364.0
2.0,-73.95712,1.0,3.0,18.0,1.0,0.0
23.0,-73.99351,0.0,3.0,1.0,1.0,0.0
1.0,-73.9701,0.0,1.0,16.0,1.0,0.0
22.0,-73.95933,0.0,2.0,1.0,1.0,0.0
24.0,-73.96186,0.0,3.0,1.0,1.0,0.0
21.0,-73.92533,1.0,3.0,1.0,1.0,6.0
7.0,-73.98952,0.0,1.0,73.0,12.0,187.0
71.0,-73.98794,0.0,1.0,7.0,1.0,9.0
1.0,-73.98287,1.0,30.0,0.0,12.0,343.0
27.0,-74.00665,0.0,1.0,1.0,2.0,0.0
6.0,-73.95118,0.0,2.0,8.0,2.0,0.0
6.0,-73.93185,1.0,2.0,370.0,1.0,204.0
7.0,-73.99097,1.0,3.0,12.0,2.0,61.0
79.0,-74.00512,0.0,3.0,31.0,2.0,345.0
21.0,-73.91805,1.0,2.0,20.0,1.0,364.0
6.0,-73.94988,1.0,5.0,0.0,1.0,80.0
6.0,-73.94836,1.0,3.0,72.0,7.0,226.0
7.0,-73.99037,0.0,1.0,12.0,1.0,278.0
89.0,-74.08658,2.0,2.0,0.0,7.0,37.0
15.0,-73.92267,0.0,7.0,0.0,3.0,44.0
14.0,-73.99605,0.0,1.0,0.0,20.0,359.0
79.0,-73.99174,1.0,4.0,5.0,1.0,12.0
24.0,-73.95891,1.0,3.0,20.0,1.0,0.0
6.0,-73.95379,0.0,30.0,30.0,2.0,361.0
27.0,-73.9981,1.0,3.0,1.0,1.0,0.0
6.0,-73.94528,0.0,2.0,18.0,2.0,18.0
49.0,-73.91021,0.0,2.0,6.0,1.0,0.0
8.0,-73.97501,1.0,1.0,4.0,1.0,0.0
20.0,-73.95296,1.0,5.0,11.0,1.0,12.0
143.0,-73.81062,0.0,1.0,0.0,1.0,365.0
12.0,-73.95644,0.0,1.0,2.0,1.0,0.0
14.0,-73.99813,1.0,5.0,0.0,1.0,4.0
19.0,-73.98027,2.0,7.0,0.0,1.0,42.0
23.0,-73.98471,1.0,3.0,4.0,1.0,0.0
21.0,-73.90314,0.0,14.0,5.0,2.0,163.0
2.0,-73.94298,1.0,5.0,2.0,1.0,0.0
13.0,-73.97108,1.0,2.0,0.0,1.0,0.0
12.0,-73.96795,1.0,3.0,87.0,1.0,32.0
27.0,-74.00476,1.0,2.0,17.0,1.0,6.0
2.0,-73.94597,1.0,4.0,11.0,3.0,6.0
2.0,-73.95623,1.0,5.0,67.0,2.0,239.0
20.0,-73.95956,1.0,15.0,0.0,1.0,191.0
12.0,-73.94832,0.0,5.0,1.0,1.0,0.0
4.0,-73.9366,0.0,1.0,44.0,2.0,305.0
16.0,-73.97721,1.0,3.0,8.0,1.0,90.0
56.0,-73.91094,0.0,1.0,3.0,1.0,0.0
43.0,-74.01221,1.0,2.0,1.0,327.0,346.0
6.0,-73.93536,1.0,2.0,80.0,3.0,286.0
79.0,-74.0038,0.0,2.0,1.0,2.0,311.0
27.0,-74.00265,0.0,3.0,71.0,2.0,37.0
12.0,-73.94645,0.0,3.0,1.0,1.0,0.0
49.0,-73.89391,0.0,1.0,5.0,2.0,250.0
5.0,-73.97322,0.0,1.0,0.0,1.0,0.0
19.0,-73.98192,1.0,28.0,2.0,1.0,0.0
23.0,-73.98442,1.0,5.0,21.0,1.0,239.0
15.0,-73.92423,1.0,10.0,0.0,3.0,258.0
12.0,-73.96262,1.0,1.0,1.0,1.0,0.0
25.0,-73.95031,0.0,2.0,21.0,1.0,128.0
6.0,-73.96036,0.0,90.0,0.0,1.0,365.0
2.0,-73.94667,1.0,1.0,8.0,2.0,13.0
15.0,-73.94237,1.0,2.0,2.0,2.0,0.0
76.0,-73.99573,0.0,3.0,3.0,2.0,83.0
64.0,-73.99564,1.0,2.0,4.0,1.0,0.0
43.0,-74.01078,1.0,2.0,14.0,327.0,323.0
5.0,-73.97855,1.0,3.0,6.0,1.0,1.0
8.0,-73.96696,0.0,1.0,26.0,6.0,326.0
43.0,-74.01077,1.0,2.0,8.0,327.0,349.0
28.0,-73.95625,1.0,2.0,22.0,1.0,0.0
8.0,-73.96775,0.0,12.0,0.0,1.0,0.0
12.0,-73.96191,1.0,2.0,38.0,5.0,46.0
1.0,-73.97132,0.0,3.0,4.0,12.0,365.0
28.0,-73.9524,1.0,1.0,20.0,1.0,0.0
39.0,-73.92911,0.0,1.0,21.0,1.0,80.0
7.0,-73.9971,0.0,1.0,25.0,8.0,84.0
12.0,-73.95189,1.0,5.0,46.0,1.0,29.0
15.0,-73.94616,1.0,2.0,4.0,1.0,251.0
30.0,-73.92975,1.0,7.0,14.0,1.0,13.0
4.0,-73.94142,1.0,4.0,137.0,2.0,233.0
25.0,-73.94699,0.0,2.0,13.0,1.0,333.0
15.0,-73.94618,1.0,3.0,30.0,3.0,81.0
31.0,-73.90289,0.0,5.0,0.0,1.0,197.0
4.0,-73.94578,1.0,1.0,20.0,1.0,81.0
12.0,-73.95588,1.0,4.0,4.0,2.0,188.0
111.0,-73.99728,0.0,30.0,0.0,43.0,361.0
6.0,-73.95405,0.0,1.0,3.0,1.0,0.0
38.0,-73.98842,1.0,2.0,91.0,2.0,62.0
28.0,-73.95352,0.0,1.0,13.0,3.0,312.0
83.0,-73.88374,0.0,4.0,23.0,4.0,112.0
2.0,-73.94539,0.0,1.0,100.0,3.0,49.0
68.0,-73.98703,1.0,3.0,5.0,1.0,0.0
6.0,-73.94528,0.0,3.0,13.0,3.0,365.0
14.0,-73.99562,1.0,14.0,78.0,1.0,0.0
27.0,-74.00365,0.0,5.0,2.0,3.0,0.0
19.0,-73.98568,0.0,6.0,5.0,1.0,11.0
21.0,-73.92184,0.0,1.0,89.0,3.0,310.0
112.0,-73.76938,0.0,1.0,86.0,3.0,346.0
14.0,-73.99612,1.0,75.0,13.0,19.0,245.0
27.0,-74.00239,1.0,2.0,27.0,1.0,101.0
27.0,-73.99966,1.0,3.0,58.0,1.0,40.0
5.0,-73.97676,1.0,1.0,0.0,1.0,0.0
6.0,-73.9553,0.0,3.0,49.0,1.0,71.0
28.0,-73.96053,1.0,30.0,4.0,1.0,253.0
11.0,-74.00336,1.0,1.0,1.0,1.0,0.0
12.0,-73.96311,0.0,2.0,8.0,5.0,0.0
70.0,-73.89719,1.0,1.0,139.0,1.0,77.0
77.0,-74.00668,1.0,2.0,4.0,1.0,75.0
29.0,-73.9632,1.0,7.0,52.0,1.0,24.0
21.0,-73.91676,1.0,5.0,0.0,1.0,0.0
7.0,-73.98993,1.0,3.0,8.0,1.0,49.0
18.0,-73.91682,2.0,6.0,0.0,1.0,0.0
27.0,-74.00036,1.0,3.0,12.0,2.0,3.0
24.0,-73.96001,0.0,1.0,186.0,1.0,232.0
21.0,-73.91245,0.0,2.0,15.0,3.0,0.0
12.0,-73.95273,1.0,4.0,1.0,1.0,0.0
21.0,-73.92607,0.0,2.0,25.0,2.0,54.0
93.0,-74.07573,0.0,1.0,10.0,1.0,179.0
14.0,-73.99536,0.0,1.0,0.0,20.0,359.0
21.0,-73.91623,1.0,3.0,20.0,3.0,309.0
60.0,-73.99461,0.0,3.0,0.0,3.0,0.0
11.0,-74.00387,1.0,30.0,0.0,232.0,341.0
11.0,-74.00562,1.0,60.0,1.0,1.0,0.0
12.0,-73.95554,0.0,3.0,24.0,3.0,0.0
116.0,-73.83614,1.0,2.0,0.0,1.0,0.0
135.0,-74.01608,0.0,1.0,67.0,5.0,150.0
6.0,-73.92635,0.0,1.0,2.0,1.0,0.0
0.0,-73.96796,1.0,5.0,7.0,1.0,140.0
19.0,-73.98549,1.0,3.0,10.0,1.0,0.0
15.0,-73.9629,1.0,3.0,2.0,1.0,0.0
71.0,-73.98756,1.0,2.0,3.0,1.0,85.0
6.0,-73.93493,1.0,29.0,1.0,2.0,283.0
7.0,-73.99081,1.0,6.0,4.0,1.0,45.0
20.0,-73.94013,1.0,2.0,5.0,1.0,0.0
1.0,-73.9659,0.0,1.0,275.0,1.0,45.0
23.0,-73.98643,1.0,2.0,12.0,1.0,0.0
43.0,-74.01322,1.0,2.0,96.0,1.0,0.0
1.0,-73.97556,0.0,1.0,0.0,14.0,351.0
12.0,-73.94801,1.0,2.0,1.0,1.0,0.0
12.0,-73.96631,1.0,3.0,1.0,1.0,16.0
8.0,-73.98883,1.0,30.0,4.0,25.0,281.0
6.0,-73.9114,2.0,1.0,11.0,17.0,85.0
8.0,-73.97977,0.0,1.0,34.0,1.0,8.0
12.0,-73.94807,0.0,30.0,0.0,1.0,340.0
61.0,-73.74804,0.0,1.0,0.0,1.0,0.0
59.0,-73.90157,0.0,1.0,14.0,2.0,127.0
2.0,-73.94239,0.0,5.0,0.0,3.0,265.0
97.0,-73.98391,1.0,3.0,163.0,1.0,201.0
19.0,-73.98066,1.0,2.0,1.0,1.0,0.0
21.0,-73.92964,0.0,1.0,1.0,1.0,0.0
28.0,-73.95606,1.0,31.0,0.0,2.0,249.0
102.0,-73.99785,1.0,1.0,45.0,1.0,0.0
3.0,-73.96625,0.0,4.0,2.0,1.0,0.0
117.0,-73.9543,0.0,2.0,12.0,1.0,0.0
5.0,-73.9733,1.0,4.0,6.0,1.0,138.0
6.0,-73.94953,0.0,30.0,23.0,8.0,244.0
27.0,-73.99818,1.0,2.0,10.0,1.0,41.0
83.0,-73.88698,1.0,7.0,2.0,1.0,0.0
6.0,-73.93776,1.0,3.0,75.0,1.0,36.0
68.0,-73.984,0.0,2.0,1.0,1.0,0.0
21.0,-73.93342,0.0,1.0,75.0,1.0,64.0
15.0,-73.95913,1.0,1.0,1.0,1.0,0.0
90.0,-74.02802,0.0,30.0,56.0,4.0,208.0
83.0,-73.87818,1.0,2.0,38.0,1.0,49.0
28.0,-73.95046,1.0,4.0,13.0,1.0,0.0
111.0,-73.9973,1.0,2.0,27.0,4.0,308.0
7.0,-73.99169,0.0,22.0,1.0,1.0,187.0
98.0,-73.92037,1.0,2.0,36.0,1.0,114.0
4.0,-73.93876,2.0,2.0,136.0,1.0,15.0
19.0,-73.97861,1.0,2.0,157.0,1.0,221.0
87.0,-73.85968,0.0,1.0,4.0,1.0,97.0
19.0,-73.97901,1.0,1.0,0.0,1.0,0.0
15.0,-73.95017,0.0,3.0,45.0,1.0,135.0
15.0,-73.95397,1.0,2.0,57.0,1.0,110.0
19.0,-73.98106,1.0,31.0,2.0,1.0,358.0
7.0,-73.99701,0.0,1.0,25.0,30.0,324.0
7.0,-73.99014,1.0,3.0,25.0,1.0,157.0
7.0,-73.98961,1.0,3.0,1.0,1.0,0.0
2.0,-73.95795,0.0,2.0,3.0,2.0,0.0
29.0,-73.97065,1.0,1.0,0.0,12.0,14.0
12.0,-73.9398,0.0,3.0,69.0,2.0,56.0
13.0,-73.97738,1.0,1.0,6.0,1.0,0.0
14.0,-73.9916,0.0,1.0,136.0,4.0,61.0
15.0,-73.95768,1.0,1.0,18.0,1.0,0.0
41.0,-74.08369,1.0,2.0,87.0,1.0,100.0
23.0,-73.98708,2.0,100.0,2.0,28.0,201.0
2.0,-73.95567,0.0,5.0,3.0,1.0,0.0
21.0,-73.91176,1.0,222.0,1.0,2.0,85.0
100.0,-73.88814,1.0,2.0,43.0,1.0,309.0
11.0,-74.00708,1.0,7.0,7.0,1.0,0.0
27.0,-74.0012,1.0,30.0,3.0,9.0,333.0
20.0,-73.94486,0.0,7.0,7.0,1.0,24.0
5.0,-73.9748,1.0,30.0,1.0,52.0,311.0
126.0,-73.89357,0.0,3.0,15.0,3.0,163.0
94.0,-73.80691,0.0,2.0,38.0,6.0,365.0
81.0,-73.88345,0.0,2.0,44.0,1.0,123.0
19.0,-73.98865,0.0,14.0,13.0,1.0,27.0
101.0,-74.01572,1.0,90.0,1.0,1.0,362.0
1.0,-73.96504,1.0,30.0,1.0,1.0,0.0
19.0,-73.98229,1.0,2.0,0.0,2.0,0.0
6.0,-73.94361,1.0,7.0,4.0,1.0,1.0
24.0,-73.95535,0.0,10.0,12.0,1.0,343.0
21.0,-73.90838,0.0,2.0,6.0,4.0,122.0
12.0,-73.95961,1.0,2.0,5.0,1.0,0.0
8.0,-73.96708,1.0,30.0,2.0,96.0,250.0
59.0,-73.90526,0.0,1.0,0.0,2.0,64.0
15.0,-73.96251,1.0,7.0,7.0,3.0,26.0
43.0,-74.01226,1.0,2.0,5.0,327.0,333.0
15.0,-73.93655,1.0,3.0,33.0,1.0,73.0
28.0,-73.94862,0.0,1.0,0.0,3.0,0.0
16.0,-73.98045,0.0,3.0,0.0,1.0,0.0
8.0,-73.99363,1.0,2.0,12.0,1.0,0.0
24.0,-73.95286,1.0,2.0,51.0,2.0,232.0
21.0,-73.91708,0.0,2.0,0.0,3.0,77.0
2.0,-73.94054,1.0,3.0,1.0,2.0,3.0
12.0,-73.94347,1.0,2.0,0.0,2.0,0.0
44.0,-73.89507,0.0,30.0,0.0,23.0,278.0
28.0,-73.95253,1.0,5.0,1.0,1.0,24.0
1.0,-73.96802,0.0,1.0,1.0,2.0,0.0
28.0,-73.96252,1.0,30.0,1.0,87.0,365.0
21.0,-73.9056,0.0,1.0,63.0,3.0,0.0
12.0,-73.9656,1.0,30.0,0.0,1.0,365.0
81.0,-73.87713,0.0,30.0,0.0,37.0,33.0
56.0,-73.92832,0.0,2.0,35.0,1.0,144.0
37.0,-73.82263,1.0,2.0,42.0,1.0,5.0
12.0,-73.96029,1.0,2.0,3.0,2.0,184.0
43.0,-74.00077,0.0,6.0,3.0,1.0,0.0
111.0,-73.99125,0.0,2.0,0.0,3.0,171.0
43.0,-74.00514,1.0,29.0,1.0,96.0,338.0
20.0,-73.95324,1.0,3.0,39.0,28.0,84.0
77.0,-74.00804,1.0,3.0,6.0,1.0,333.0
56.0,-73.91002,1.0,3.0,3.0,1.0,342.0
2.0,-73.9571,1.0,8.0,9.0,1.0,111.0
20.0,-73.94951,0.0,1.0,4.0,1.0,0.0
21.0,-73.92693,0.0,2.0,0.0,1.0,0.0
2.0,-73.94029,0.0,3.0,101.0,1.0,340.0
56.0,-73.92206,1.0,3.0,23.0,1.0,16.0
2.0,-73.95219,0.0,3.0,65.0,1.0,0.0
100.0,-73.90334,0.0,5.0,105.0,3.0,34.0
39.0,-73.92343,1.0,1.0,4.0,1.0,0.0
132.0,-73.97579,0.0,1.0,0.0,1.0,0.0
12.0,-73.9592,1.0,30.0,10.0,2.0,27.0
21.0,-73.92128,1.0,2.0,147.0,1.0,103.0
12.0,-73.96123,1.0,2.0,19.0,1.0,179.0
111.0,-74.00553,0.0,1.0,16.0,7.0,180.0
23.0,-73.9856,1.0,2.0,0.0,1.0,290.0
24.0,-73.96042,0.0,1.0,48.0,2.0,77.0
83.0,-73.89447,1.0,2.0,171.0,2.0,1.0
6.0,-73.95669,0.0,2.0,35.0,4.0,139.0
56.0,-73.91365,0.0,1.0,12.0,5.0,149.0
1.0,-73.98277,1.0,30.0,8.0,14.0,203.0
6.0,-73.94275,1.0,5.0,4.0,1.0,3.0
1.0,-73.96386,1.0,5.0,16.0,1.0,173.0
88.0,-73.84362,1.0,1.0,11.0,3.0,363.0
22.0,-73.96208,1.0,1.0,0.0,1.0,0.0
7.0,-73.98789,1.0,4.0,7.0,1.0,3.0
11.0,-74.00429,1.0,1.0,5.0,1.0,0.0
142.0,-73.90652,0.0,3.0,0.0,2.0,113.0
7.0,-73.98771,0.0,3.0,0.0,1.0,173.0
7.0,-73.9834,1.0,30.0,0.0,18.0,333.0
19.0,-73.98273,1.0,1.0,4.0,1.0,97.0
102.0,-74.00684,1.0,90.0,0.0,1.0,0.0
15.0,-73.95601,0.0,1.0,0.0,1.0,0.0
25.0,-73.94161,0.0,30.0,6.0,1.0,0.0
28.0,-73.95427,1.0,3.0,6.0,1.0,0.0
6.0,-73.93247,0.0,2.0,22.0,7.0,71.0
15.0,-73.94708,0.0,2.0,5.0,1.0,0.0
23.0,-73.9874,0.0,3.0,68.0,1.0,252.0
14.0,-73.99854,1.0,1.0,132.0,1.0,252.0
8.0,-73.97511,1.0,30.0,0.0,1.0,44.0
71.0,-73.98147,0.0,3.0,25.0,1.0,0.0
11.0,-74.00184,0.0,1.0,10.0,1.0,0.0
52.0,-73.99445,1.0,3.0,2.0,1.0,9.0
6.0,-73.95498,1.0,10.0,2.0,1.0,24.0
49.0,-73.90385,0.0,1.0,70.0,8.0,332.0
12.0,-73.95862,1.0,2.0,53.0,1.0,13.0
6.0,-73.94703,0.0,2.0,20.0,3.0,332.0
7.0,-73.98711,0.0,4.0,6.0,6.0,140.0
1.0,-73.96186,1.0,4.0,0.0,2.0,302.0
6.0,-73.95084,0.0,1.0,0.0,1.0,0.0
8.0,-73.97912,1.0,2.0,117.0,1.0,34.0
2.0,-73.9474,0.0,1.0,11.0,6.0,0.0
45.0,-73.96238,0.0,1.0,0.0,1.0,0.0
49.0,-73.91291,0.0,4.0,0.0,1.0,350.0
6.0,-73.93279,1.0,4.0,70.0,1.0,293.0
133.0,-73.87587,0.0,2.0,74.0,4.0,34.0
8.0,-73.96043,0.0,1.0,0.0,1.0,0.0
36.0,-73.99741,1.0,3.0,38.0,1.0,135.0
60.0,-73.99406,0.0,3.0,0.0,1.0,0.0
11.0,-74.00011,1.0,3.0,7.0,1.0,0.0
21.0,-73.92645,1.0,7.0,117.0,2.0,137.0
1.0,-73.96765,1.0,1.0,1.0,1.0,64.0
6.0,-73.94674,1.0,2.0,14.0,1.0,0.0
12.0,-73.94885,1.0,500.0,0.0,1.0,331.0
15.0,-73.94755,0.0,2.0,7.0,1.0,0.0
12.0,-73.95996,0.0,2.0,10.0,1.0,177.0
54.0,-73.94586,0.0,1.0,8.0,2.0,89.0
7.0,-73.99014,1.0,1.0,125.0,1.0,201.0
21.0,-73.93633,0.0,2.0,1.0,1.0,0.0
6.0,-73.93398,1.0,7.0,1.0,2.0,0.0
22.0,-73.9616,0.0,3.0,25.0,1.0,3.0
23.0,-73.99282,0.0,3.0,0.0,2.0,338.0
6.0,-73.93145,0.0,3.0,23.0,1.0,317.0
37.0,-73.82439,0.0,1.0,52.0,5.0,15.0
8.0,-73.97932,1.0,5.0,7.0,1.0,0.0
12.0,-73.94726,0.0,6.0,3.0,2.0,254.0
87.0,-73.86112,1.0,3.0,0.0,1.0,5.0
54.0,-73.94702,0.0,1.0,2.0,5.0,0.0
26.0,-73.98018,1.0,5.0,1.0,1.0,0.0
18.0,-73.91723,1.0,2.0,26.0,1.0,0.0
29.0,-73.96486,1.0,3.0,0.0,1.0,0.0
9.0,-73.99226,0.0,4.0,23.0,1.0,212.0
68.0,-73.98245,1.0,8.0,6.0,1.0,0.0
84.0,-73.87424,1.0,2.0,37.0,3.0,14.0
26.0,-73.97753,1.0,3.0,2.0,1.0,350.0
49.0,-73.91646,2.0,1.0,14.0,2.0,0.0
7.0,-73.99523,1.0,30.0,3.0,7.0,356.0
12.0,-73.94765,1.0,2.0,1.0,1.0,0.0
12.0,-73.95424,0.0,3.0,1.0,1.0,20.0
7.0,-73.99277,1.0,1.0,0.0,2.0,83.0
43.0,-74.00804,1.0,29.0,0.0,96.0,333.0
48.0,-73.99302,1.0,2.0,31.0,1.0,54.0
1.0,-73.98218,1.0,7.0,0.0,1.0,0.0
39.0,-73.9191,0.0,1.0,0.0,1.0,0.0
28.0,-73.94974,1.0,2.0,94.0,1.0,281.0
3.0,-73.959,1.0,3.0,1.0,1.0,50.0
12.0,-73.9506,1.0,2.0,2.0,1.0,0.0
12.0,-73.96046,0.0,3.0,0.0,2.0,0.0
71.0,-73.98377,0.0,1.0,1.0,7.0,320.0
19.0,-73.98447,0.0,3.0,0.0,1.0,0.0
11.0,-74.00798,0.0,1.0,0.0,1.0,125.0
30.0,-73.94353,1.0,14.0,5.0,1.0,0.0
54.0,-73.9504,0.0,30.0,7.0,7.0,124.0
4.0,-73.94735,1.0,1.0,1.0,1.0,0.0
28.0,-73.96097,1.0,2.0,3.0,1.0,29.0
13.0,-73.97139,0.0,30.0,1.0,2.0,77.0
2.0,-73.95332,0.0,5.0,40.0,3.0,45.0
44.0,-73.91005,0.0,7.0,14.0,1.0,365.0
7.0,-73.99683,0.0,1.0,12.0,30.0,175.0
81.0,-73.88048,0.0,30.0,0.0,103.0,63.0
19.0,-73.98491,1.0,3.0,0.0,2.0,179.0
24.0,-73.96168,0.0,1.0,0.0,1.0,0.0
81.0,-73.87617,0.0,29.0,1.0,7.0,6.0
6.0,-73.93227,1.0,30.0,10.0,1.0,30.0
79.0,-73.99815,0.0,21.0,0.0,1.0,0.0
7.0,-73.99801,1.0,3.0,6.0,1.0,176.0
6.0,-73.92173,0.0,2.0,0.0,1.0,0.0
12.0,-73.95189,1.0,3.0,3.0,1.0,0.0
29.0,-73.97113,0.0,16.0,0.0,2.0,89.0
81.0,-73.87671,0.0,2.0,27.0,1.0,0.0
1.0,-73.97266,0.0,3.0,0.0,1.0,160.0
82.0,-73.96392,1.0,4.0,63.0,1.0,323.0
59.0,-73.90694,1.0,26.0,3.0,1.0,37.0
8.0,-73.96794,1.0,210.0,1.0,1.0,2.0
106.0,-73.79944,0.0,1.0,28.0,3.0,251.0
6.0,-73.9419,1.0,1.0,0.0,1.0,0.0
2.0,-73.9502,1.0,4.0,4.0,1.0,0.0
51.0,-73.94889,0.0,3.0,24.0,2.0,190.0
1.0,-73.972,0.0,4.0,3.0,12.0,365.0
12.0,-73.95511,1.0,3.0,3.0,1.0,0.0
6.0,-73.93608,1.0,2.0,0.0,1.0,0.0
60.0,-73.99526,0.0,10.0,133.0,1.0,81.0
27.0,-74.00448,1.0,3.0,0.0,1.0,6.0
29.0,-73.97006,0.0,1.0,64.0,13.0,329.0
30.0,-73.94131,0.0,1.0,6.0,1.0,0.0
31.0,-73.90738,1.0,4.0,10.0,2.0,271.0
21.0,-73.92552,1.0,1.0,104.0,1.0,334.0
21.0,-73.9265,0.0,1.0,3.0,2.0,0.0
2.0,-73.95638,1.0,5.0,132.0,1.0,12.0
6.0,-73.95279,1.0,2.0,15.0,1.0,349.0
12.0,-73.9618,0.0,2.0,3.0,1.0,0.0
6.0,-73.92484,0.0,5.0,1.0,1.0,0.0
21.0,-73.90702,0.0,1.0,0.0,1.0,0.0
28.0,-73.94607,0.0,31.0,0.0,1.0,0.0
37.0,-73.81272,0.0,2.0,55.0,10.0,361.0
133.0,-73.85738,2.0,1.0,0.0,1.0,71.0
8.0,-73.95953,0.0,30.0,0.0,32.0,317.0
56.0,-73.92591,1.0,1.0,0.0,1.0,0.0
64.0,-73.99639,1.0,2.0,5.0,1.0,0.0
113.0,-73.9871,0.0,2.0,26.0,1.0,0.0
16.0,-73.9793,1.0,6.0,5.0,2.0,73.0
12.0,-73.94638,1.0,3.0,19.0,1.0,0.0
4.0,-73.94453,2.0,1.0,1.0,4.0,365.0
20.0,-73.95199,1.0,2.0,175.0,1.0,139.0
21.0,-73.9195,0.0,2.0,7.0,2.0,125.0
11.0,-74.00087,0.0,2.0,2.0,1.0,63.0
6.0,-73.95009,0.0,1.0,71.0,15.0,314.0
2.0,-73.95655,0.0,30.0,0.0,7.0,360.0
56.0,-73.92904,1.0,2.0,23.0,1.0,265.0
21.0,-73.91463,1.0,3.0,164.0,1.0,325.0
10.0,-73.98279,1.0,4.0,3.0,1.0,0.0
64.0,-73.9941,1.0,7.0,1.0,1.0,124.0
9.0,-73.99329,0.0,20.0,6.0,5.0,332.0
3.0,-73.96446,1.0,2.0,37.0,1.0,0.0
15.0,-73.94702,0.0,5.0,2.0,1.0,220.0
1.0,-73.96797,1.0,2.0,13.0,1.0,69.0
30.0,-73.93714,1.0,3.0,0.0,1.0,34.0
56.0,-73.93041,1.0,2.0,64.0,1.0,89.0
39.0,-73.91388,0.0,3.0,105.0,2.0,90.0
12.0,-73.94223,0.0,3.0,0.0,1.0,0.0
3.0,-73.96662,1.0,5.0,1.0,1.0,243.0
43.0,-74.00713,1.0,5.0,0.0,1.0,0.0
22.0,-73.95566,1.0,1.0,0.0,1.0,365.0
82.0,-73.96636,1.0,1.0,10.0,1.0,20.0
28.0,-73.95021,1.0,2.0,314.0,2.0,206.0
34.0,-73.9904,1.0,4.0,52.0,1.0,147.0
1.0,-73.97367,1.0,2.0,5.0,3.0,0.0
24.0,-73.95507,1.0,2.0,4.0,1.0,23.0
19.0,-73.98628,0.0,5.0,13.0,1.0,0.0
12.0,-73.94293,1.0,7.0,1.0,1.0,0.0
11.0,-74.00335,1.0,2.0,54.0,1.0,79.0
12.0,-73.95681,0.0,7.0,1.0,1.0,179.0
95.0,-73.8472,0.0,1.0,2.0,2.0,364.0
2.0,-73.93714,1.0,6.0,2.0,1.0,0.0
31.0,-73.90314,0.0,30.0,0.0,37.0,1.0
19.0,-73.98478,1.0,2.0,14.0,1.0,364.0
19.0,-73.9911,1.0,4.0,6.0,4.0,121.0
52.0,-74.00167,1.0,30.0,0.0,1.0,363.0
8.0,-73.97197,0.0,3.0,0.0,1.0,0.0
11.0,-74.00755,1.0,5.0,7.0,1.0,210.0
39.0,-73.92696,0.0,2.0,22.0,1.0,131.0
71.0,-73.98656,1.0,30.0,0.0,232.0,196.0
1.0,-73.97212,0.0,2.0,9.0,13.0,263.0
29.0,-73.96509,0.0,1.0,96.0,2.0,333.0
6.0,-73.92885,1.0,3.0,68.0,2.0,270.0
87.0,-73.85773,1.0,3.0,33.0,5.0,262.0
56.0,-73.91321,0.0,1.0,7.0,2.0,49.0
43.0,-74.0092,1.0,30.0,0.0,6.0,332.0
12.0,-73.95726,0.0,1.0,35.0,1.0,247.0
12.0,-73.95365,0.0,28.0,84.0,6.0,310.0
43.0,-74.0157,0.0,1.0,2.0,2.0,0.0
44.0,-73.91107,1.0,2.0,40.0,2.0,104.0
30.0,-73.94219,0.0,1.0,1.0,1.0,0.0
23.0,-73.9836,1.0,14.0,1.0,1.0,0.0
